VideoID,PublishDate,VideoType,ContentTopic,Impressions,ClickThroughRate_Pct,Views,AverageViewDuration_Sec,WatchTime_Hours,Likes,Comments,Shares,EngagementRate_Pct,EstimatedRevenue_INR
VID-5370287,01-04-2025,Short,Goalkeeper Analysis,461671,44.74,206551,29,1663.88,15777,293,1309,8.41,9261.05
VID-4525686,02-04-2025,Short,Managerial Tactics,195946,36.72,71951,27,539.63,3821,169,1257,7.29,3154.21
VID-7764197,03-04-2025,Short,Match Preview,259196,36.01,93336,52,1348.19,4533,48,778,5.74,4400.47
VID-6977519,05-04-2025,Short,Tactical Breakdown,395821,54.14,214297,15,892.9,12751,301,4174,8.04,8802.35
VID-3838730,05-04-2025,Short,Goalkeeper Analysis,375436,61.13,229504,15,956.27,16468,647,2165,8.4,9020.32
VID-1788896,05-04-2025,Short,Tactical Breakdown,141458,41.52,58733,47,766.79,2722,119,594,5.85,1398.4
VID-3074376,06-04-2025,Long-Form Video,Managerial Tactics,16827,4.02,676,456,85.63,31,4,13,7.1,182.38
VID-8596930,06-04-2025,Short,Match Preview,377029,64.21,242090,19,1277.7,7070,263,2543,4.08,8060.47
VID-4134825,07-04-2025,Short,Data Engineering in Sports,45948,47.35,21756,52,314.25,1330,23,122,6.78,706.96
VID-8459304,07-04-2025,Live Stream,Data Engineering in Sports,40236,5.28,2124,1928,1137.52,263,32,25,15.07,1662.81
VID-5119307,07-04-2025,Short,Goalkeeper Analysis,412285,56.24,231869,34,2189.87,7255,228,1968,4.08,10530.27
VID-6981920,08-04-2025,Short,Match Preview,169528,58.29,98817,24,658.78,5971,62,1690,7.82,1807.61
VID-4413272,08-04-2025,Live Stream,Managerial Tactics,25941,7.4,1919,3181,1695.65,240,50,29,16.62,2106.63
VID-7178577,08-04-2025,Short,Data Engineering in Sports,253480,52.18,132265,25,918.51,4304,209,1370,4.45,5474.26
VID-4774626,08-04-2025,Short,Data Engineering in Sports,124690,46.28,57706,44,705.3,1308,50,776,3.7,2155.3
VID-7369034,09-04-2025,Short,Tactical Breakdown,248737,72.66,180732,47,2359.56,14027,485,930,8.54,4644.49
VID-5590976,10-04-2025,Short,Transfer Market,455430,33.77,153798,20,854.43,10330,190,1081,7.54,7611.24
VID-7044341,11-04-2025,Short,Managerial Tactics,257894,59.65,153833,35,1495.6,5345,179,2853,5.45,4422.11
VID-6521922,11-04-2025,Short,Data Engineering in Sports,297459,69.2,205841,19,1086.38,16424,209,3334,9.7,6978.41
VID-4881501,12-04-2025,Short,Match Preview,471115,40.02,188540,17,890.33,5411,242,3219,4.71,5446.19
VID-5467842,13-04-2025,Short,Managerial Tactics,297374,70.75,210392,49,2863.67,9428,230,1926,5.51,9030.53
VID-3239848,13-04-2025,Short,Match Preview,490905,54.37,266905,15,1112.1,12209,268,4485,6.36,9374.35
VID-7135322,13-04-2025,Long-Form Video,Goalkeeper Analysis,100026,6.34,6341,312,549.55,344,38,73,7.18,1864.7
VID-1197484,14-04-2025,Long-Form Video,Tactical Breakdown,26526,8.37,2220,366,225.7,105,7,87,8.96,401.2
VID-8299963,14-04-2025,Long-Form Video,Tactical Breakdown,77731,7.67,5961,481,796.46,277,33,225,8.98,2580.22
VID-2688121,14-04-2025,Short,Transfer Market,200668,32.11,64434,45,805.42,2179,31,874,4.79,1146.49
VID-5812113,15-04-2025,Short,Goalkeeper Analysis,364602,63.95,233162,53,3432.66,4723,190,1917,2.93,8860.77
VID-7544318,16-04-2025,Short,Match Preview,15465,69.88,10806,21,63.03,445,16,126,5.43,138.85
VID-2234440,17-04-2025,Short,Data Engineering in Sports,340257,70.38,239472,20,1330.4,16861,711,2478,8.37,10988.44
VID-5133058,18-04-2025,Long-Form Video,Match Preview,65922,3.16,2083,340,196.73,153,8,28,9.07,641.11
VID-1506691,18-04-2025,Short,Goalkeeper Analysis,304128,42.07,127946,37,1315,4881,66,975,4.63,4834.23
VID-4120205,18-04-2025,Short,Match Preview,158845,74.02,117577,39,1273.75,9207,264,1993,9.75,3439.08
VID-7131634,19-04-2025,Short,Tactical Breakdown,401369,52.08,209032,28,1625.8,8403,410,1333,4.85,7117.72
VID-9071726,19-04-2025,Live Stream,Data Engineering in Sports,20896,3.27,683,3011,571.25,93,25,4,17.86,1169.21
VID-8850185,19-04-2025,Short,Match Preview,328143,40.68,133488,20,741.6,5386,247,2341,5.97,2558.92
VID-2383726,19-04-2025,Long-Form Video,Tactical Breakdown,18318,2.8,512,358,50.92,28,2,5,6.84,127.94
VID-5971545,20-04-2025,Short,Goalkeeper Analysis,485142,32.73,158786,48,2117.15,6149,132,1304,4.78,3219.9
VID-8639720,21-04-2025,Short,Goalkeeper Analysis,360474,65.28,235317,53,3464.39,17609,769,1552,8.47,8919.81
VID-9187374,21-04-2025,Short,Transfer Market,336632,41.16,138557,37,1424.06,10587,167,2331,9.44,5537.18
VID-9166959,22-04-2025,Short,Data Engineering in Sports,259570,46.87,121660,53,1791.11,6372,274,1541,6.73,1838.99
VID-7260321,22-04-2025,Short,Tactical Breakdown,351437,61.77,217082,54,3256.23,7949,376,3264,5.34,10737.05
VID-2595033,22-04-2025,Short,Managerial Tactics,267233,54.12,144626,26,1044.52,8632,357,1496,7.25,6585.16
VID-3402128,22-04-2025,Long-Form Video,Transfer Market,12270,10.42,1278,426,151.23,84,8,33,9.78,194.12
VID-9052048,22-04-2025,Live Stream,Goalkeeper Analysis,38442,7.78,2990,3432,2850.47,153,39,41,7.79,2211.67
VID-2660238,22-04-2025,Short,Goalkeeper Analysis,420229,41.23,173260,39,1876.98,8797,409,2092,6.52,8660.8
VID-2268009,23-04-2025,Short,Managerial Tactics,472094,57.78,272775,39,2955.06,18262,775,3260,8.17,11448.04
VID-2483857,24-04-2025,Short,Tactical Breakdown,426122,70.66,301097,35,2927.33,15307,503,2923,6.22,10009.5
VID-4385625,27-04-2025,Short,Transfer Market,53723,70.77,38019,28,295.7,2908,130,612,9.6,1241.94
VID-7388755,28-04-2025,Long-Form Video,Managerial Tactics,39352,8.39,3301,393,360.36,228,15,66,9.36,1131.58
VID-2312950,30-04-2025,Long-Form Video,Transfer Market,85905,8.74,7508,581,1211.71,556,56,82,9.24,2176.65
VID-4653154,01-05-2025,Short,Match Preview,458208,63.14,289312,21,1687.65,12103,341,4039,5.7,7768.89
VID-1831647,01-05-2025,Short,Match Preview,177079,61.33,108602,30,905.02,2855,120,547,3.24,4164.67
VID-3447030,01-05-2025,Short,Tactical Breakdown,246844,68.77,169754,35,1650.39,13366,192,962,8.55,6862.22
VID-9362429,02-05-2025,Short,Data Engineering in Sports,481032,62.47,300500,45,3756.25,24002,1079,4744,9.93,13589.08
VID-8061481,04-05-2025,Short,Goalkeeper Analysis,484559,46.07,223236,28,1736.28,10046,123,1582,5.26,3481.63
VID-3979872,04-05-2025,Short,Tactical Breakdown,383335,69.81,267606,55,4088.43,7108,127,2720,3.72,5570.03
VID-7837566,05-05-2025,Short,Data Engineering in Sports,334252,55.93,186947,22,1142.45,11496,543,3567,8.35,7044.06
VID-6447415,05-05-2025,Long-Form Video,Goalkeeper Analysis,6217,6.11,379,307,32.32,13,1,6,5.28,152.84
VID-3950939,06-05-2025,Short,Match Preview,300827,52.93,159227,31,1371.12,6637,180,2080,5.59,2213.88
VID-2478485,07-05-2025,Short,Managerial Tactics,494794,65.78,325475,39,3525.98,11875,323,5194,5.34,15112.02
VID-2389572,08-05-2025,Short,Goalkeeper Analysis,397660,50.7,201613,35,1960.13,8560,240,3687,6.19,6922.66
VID-4958920,09-05-2025,Short,Data Engineering in Sports,459210,49.9,229145,24,1527.63,5752,104,2703,3.74,2500.82
VID-5286847,09-05-2025,Long-Form Video,Data Engineering in Sports,35565,4.06,1443,442,177.17,113,9,34,10.81,291.63
VID-6831516,10-05-2025,Short,Managerial Tactics,296727,63.48,188362,42,2197.56,4451,46,2189,3.55,9191.72
VID-9093661,11-05-2025,Long-Form Video,Match Preview,13198,2.86,377,403,42.2,31,2,4,9.81,88.2
VID-8793863,11-05-2025,Short,Managerial Tactics,413292,63.52,262523,49,3573.23,8791,329,4775,5.29,5547.13
VID-8360204,11-05-2025,Short,Goalkeeper Analysis,107504,35.78,38464,18,192.32,1148,52,651,4.81,385
VID-6016750,12-05-2025,Short,Managerial Tactics,15780,63.64,10042,46,128.31,347,11,93,4.49,187.32
VID-1096461,12-05-2025,Short,Match Preview,360206,52.12,187739,48,2503.19,9913,169,1865,6.36,7575.26
VID-2370788,12-05-2025,Long-Form Video,Transfer Market,103935,5.01,5207,417,603.14,506,39,125,12.87,803.65
VID-5995462,13-05-2025,Short,Data Engineering in Sports,450312,70.85,319046,47,4165.32,24374,540,3385,8.87,10216.36
VID-3422854,13-05-2025,Live Stream,Goalkeeper Analysis,11600,6.75,783,1561,339.52,69,16,7,11.75,858.57
VID-1878217,14-05-2025,Short,Tactical Breakdown,485868,60.62,294533,16,1309.04,19910,423,3839,8.21,14432.57
VID-2749260,15-05-2025,Short,Match Preview,63419,54.44,34525,29,278.12,1225,28,315,4.54,872.83
VID-2233339,16-05-2025,Short,Data Engineering in Sports,363347,41.42,150498,24,1003.32,9485,108,760,6.88,1853.52
VID-1385478,16-05-2025,Short,Goalkeeper Analysis,212621,42.14,89598,15,373.32,5615,223,884,7.5,3223.4
VID-4707551,17-05-2025,Short,Managerial Tactics,241965,37.55,90857,15,378.57,3466,166,650,4.71,2271.8
VID-3884249,19-05-2025,Short,Goalkeeper Analysis,441309,68.05,300310,24,2002.07,19078,868,5888,8.6,9107.83
VID-1217433,22-05-2025,Long-Form Video,Transfer Market,11738,3.14,368,369,37.72,21,1,10,8.7,80.13
VID-9134490,22-05-2025,Short,Transfer Market,163002,69.97,114052,46,1457.33,4286,131,913,4.67,4600.11
VID-5000060,22-05-2025,Short,Goalkeeper Analysis,373022,37.71,140666,48,1875.55,5037,225,2135,5.26,1415.37
VID-5163985,23-05-2025,Short,Match Preview,370699,32.41,120143,26,867.7,4235,132,2399,5.63,3442.66
VID-7631021,23-05-2025,Short,Tactical Breakdown,34740,42.76,14854,41,169.17,1172,25,156,9.11,434.24
VID-8833186,23-05-2025,Short,Goalkeeper Analysis,217825,39.61,86280,15,359.5,4843,111,885,6.77,2150.84
VID-3885838,23-05-2025,Short,Data Engineering in Sports,273403,32.17,87953,50,1221.57,2976,92,1368,5.04,1961.86
VID-6960603,24-05-2025,Long-Form Video,Data Engineering in Sports,90054,2.65,2386,470,311.51,116,15,65,8.21,1033.9
VID-3375614,25-05-2025,Short,Data Engineering in Sports,34945,35.92,12552,19,66.25,473,22,237,5.83,420.33
VID-8118254,25-05-2025,Long-Form Video,Goalkeeper Analysis,7295,10.94,798,252,55.86,42,3,9,6.77,130.95
VID-3957743,25-05-2025,Long-Form Video,Managerial Tactics,20576,4.31,886,497,122.32,47,2,33,9.26,373.64
VID-9541373,25-05-2025,Short,Match Preview,215000,61.13,131429,17,620.64,4923,222,2173,5.57,6417.74
VID-4485503,25-05-2025,Short,Data Engineering in Sports,262251,63.99,167814,35,1631.53,7387,218,3104,6.38,6634.59
VID-7326501,26-05-2025,Short,Managerial Tactics,252372,42.01,106021,44,1295.81,4254,153,1214,5.3,4423.31
VID-2642914,29-05-2025,Short,Tactical Breakdown,138203,72.83,100653,50,1397.96,2367,116,1646,4.1,1570.7
VID-7937003,29-05-2025,Short,Managerial Tactics,52986,39.57,20966,19,110.65,543,7,123,3.21,401.83
VID-2920193,30-05-2025,Live Stream,Match Preview,25603,3.61,924,1553,398.6,123,27,11,17.42,710.75
VID-8803837,01-06-2025,Short,Data Engineering in Sports,376293,30.76,115747,26,835.95,8801,179,1304,8.88,4749.47
VID-6104173,01-06-2025,Short,Tactical Breakdown,41511,74.58,30958,20,171.99,1158,25,602,5.77,1423.51
VID-9356789,01-06-2025,Short,Transfer Market,24970,37.83,9446,45,118.08,403,18,93,5.44,366.87
VID-9893286,01-06-2025,Long-Form Video,Tactical Breakdown,144216,6.51,9388,458,1194.36,857,57,265,12.56,1950.16
VID-7434731,02-06-2025,Long-Form Video,Managerial Tactics,15388,10.35,1592,333,147.26,79,9,18,6.66,633.41
VID-8634244,02-06-2025,Long-Form Video,Transfer Market,58508,7.14,4177,284,329.52,237,26,50,7.49,1152.81
VID-1437987,03-06-2025,Short,Managerial Tactics,478850,64.05,306703,45,3833.79,15838,238,2571,6.08,13655.86
VID-6102299,03-06-2025,Short,Tactical Breakdown,81640,54.75,44697,15,186.24,1165,17,293,3.3,1002.19
VID-8512190,04-06-2025,Short,Match Preview,399261,48.03,191765,55,2929.74,9469,354,2114,6.22,6466.06
VID-4681487,04-06-2025,Long-Form Video,Transfer Market,9247,7.22,667,375,69.48,48,4,21,10.94,103.96
VID-3753577,06-06-2025,Long-Form Video,Managerial Tactics,84501,4.68,3954,598,656.8,308,45,150,12.72,1064.28
VID-8915120,06-06-2025,Short,Data Engineering in Sports,10955,32.32,3540,50,49.17,107,1,17,3.53,148.14
VID-7358996,07-06-2025,Short,Tactical Breakdown,478851,71.67,343192,16,1525.3,23959,1121,2992,8.18,4327.19
VID-8380156,08-06-2025,Short,Match Preview,303167,60.91,184659,25,1282.35,9813,113,1638,6.26,3431.18
VID-1708769,08-06-2025,Short,Match Preview,46934,30.61,14366,15,59.86,1045,43,133,8.5,446.51
VID-6639321,08-06-2025,Short,Tactical Breakdown,331637,57.14,189497,19,1000.12,13323,578,3689,9.28,2955.38
VID-9325975,08-06-2025,Short,Transfer Market,401268,52.98,212591,47,2775.49,8966,180,3780,6.08,8841.14
VID-8554249,09-06-2025,Long-Form Video,Transfer Market,20436,5.94,1213,233,78.51,55,4,27,7.09,183.56
VID-6225151,09-06-2025,Long-Form Video,Goalkeeper Analysis,92324,5.51,5087,432,610.44,338,24,154,10.14,1322.45
VID-9387363,10-06-2025,Long-Form Video,Transfer Market,44145,10.26,4529,451,567.38,393,49,55,10.97,1393.47
VID-3225550,11-06-2025,Short,Goalkeeper Analysis,263343,57.14,150474,47,1964.52,11324,363,1401,8.7,5331.01
VID-3107221,11-06-2025,Long-Form Video,Match Preview,22295,9.51,2120,276,162.53,148,15,51,10.09,679.49
VID-2925017,12-06-2025,Short,Managerial Tactics,379718,71.3,270738,51,3835.45,9011,177,2115,4.17,10363.98
VID-7657489,13-06-2025,Live Stream,Managerial Tactics,25551,7.48,1911,893,474.03,128,38,29,10.2,4180.16
VID-7653240,14-06-2025,Short,Match Preview,122529,74.51,91296,19,481.84,6924,100,1574,9.42,4413.92
VID-1186984,15-06-2025,Long-Form Video,Tactical Breakdown,99720,10.81,10779,578,1730.63,784,97,324,11.18,3974.9
VID-7376376,15-06-2025,Short,Goalkeeper Analysis,280423,42.07,117973,19,622.64,8200,237,867,7.89,3563.36
VID-4200772,16-06-2025,Short,Match Preview,141754,34.55,48976,26,353.72,1867,39,920,5.77,1138.52
VID-2642309,16-06-2025,Short,Goalkeeper Analysis,74196,59.92,44458,41,506.33,939,30,384,3.04,519.66
VID-2914509,16-06-2025,Short,Managerial Tactics,141115,35.5,50095,54,751.42,2661,54,336,6.09,2152.69
VID-6196816,16-06-2025,Short,Transfer Market,102630,63.91,65590,40,728.78,4104,142,1042,8.06,1715.73
VID-1668850,19-06-2025,Short,Match Preview,52357,51.84,27141,36,271.41,947,34,435,5.22,1044.1
VID-4958832,19-06-2025,Short,Goalkeeper Analysis,361466,46.32,167431,22,1023.19,4116,43,1319,3.27,7060.38
VID-8067572,19-06-2025,Short,Managerial Tactics,255908,72.84,186403,50,2588.93,7427,248,3417,5.95,4426.17
VID-3197412,20-06-2025,Long-Form Video,Match Preview,72529,11.11,8057,597,1336.12,658,83,312,13.07,1752.04
VID-8963875,20-06-2025,Long-Form Video,Transfer Market,133641,3.48,4650,392,506.33,372,41,62,10.22,1457.73
VID-9064534,20-06-2025,Long-Form Video,Match Preview,67892,4.18,2837,472,371.96,179,9,84,9.59,952.06
VID-9408172,21-06-2025,Short,Data Engineering in Sports,272078,48.86,132937,31,1144.74,3368,154,1550,3.82,2816.62
VID-5034038,22-06-2025,Long-Form Video,Tactical Breakdown,131647,5.54,7293,397,804.26,222,11,226,6.29,1844.44
VID-2468438,23-06-2025,Short,Data Engineering in Sports,156384,34.15,53405,42,623.06,1373,44,318,3.25,1954.82
VID-8779104,24-06-2025,Short,Match Preview,64373,47.24,30409,28,236.51,809,15,527,4.44,1342.93
VID-1293882,24-06-2025,Short,Goalkeeper Analysis,390178,44.96,175424,43,2095.34,9301,379,1067,6.13,8130.43
VID-6129248,27-06-2025,Long-Form Video,Managerial Tactics,131720,7.94,10458,374,1086.47,359,25,245,6.01,2043.61
VID-4729935,28-06-2025,Short,Match Preview,12889,69.29,8930,15,37.21,377,5,98,5.38,166.12
VID-3217084,28-06-2025,Short,Managerial Tactics,372865,50.59,188632,51,2672.29,5747,252,3334,4.95,2719
VID-9226147,29-06-2025,Short,Tactical Breakdown,477349,31.78,151701,18,758.5,6689,215,1521,5.55,6925.29
VID-7252479,29-06-2025,Short,Goalkeeper Analysis,161623,31.4,50749,42,592.07,2416,88,966,6.84,680.93
VID-7473315,29-06-2025,Long-Form Video,Tactical Breakdown,76180,7.95,6056,406,682.98,441,36,222,11.54,2320.46
VID-1445691,01-07-2025,Short,Transfer Market,95625,39.66,37924,33,347.64,997,43,566,4.23,1832.65
VID-8331296,01-07-2025,Short,Managerial Tactics,440920,62.25,274472,34,2592.24,10230,485,3495,5.18,7761.27
VID-4252588,03-07-2025,Long-Form Video,Match Preview,129097,10.32,13322,218,806.72,890,81,387,10.19,4635.25
VID-1283360,03-07-2025,Long-Form Video,Match Preview,10505,3.49,366,330,33.55,36,3,11,13.66,132.02
VID-9744237,04-07-2025,Short,Goalkeeper Analysis,434117,67.92,294852,55,4504.68,16458,726,4305,7.29,12595.3
VID-6867660,04-07-2025,Short,Transfer Market,362679,69.84,253295,44,3095.83,18844,388,3581,9.01,4004.03
VID-2365527,04-07-2025,Live Stream,Goalkeeper Analysis,21107,4.64,979,1019,277.11,130,31,12,17.67,2043.48
VID-4492477,06-07-2025,Short,Data Engineering in Sports,71448,37.34,26678,37,274.19,1506,63,397,7.37,669.36
VID-6376789,06-07-2025,Live Stream,Transfer Market,36692,4.78,1753,1922,935.91,125,13,18,8.9,3619.43
VID-9723054,06-07-2025,Long-Form Video,Data Engineering in Sports,126559,7.9,9998,469,1302.52,825,67,332,12.24,2596.09
VID-1982173,07-07-2025,Short,Data Engineering in Sports,197811,64.13,126856,39,1374.27,4296,185,676,4.07,3418.42
VID-5894665,07-07-2025,Short,Managerial Tactics,126982,35.71,45345,19,239.32,3340,158,421,8.64,963.35
VID-4215574,08-07-2025,Short,Managerial Tactics,499413,35.42,176892,28,1375.83,11364,499,2815,8.3,7352.76
VID-3437036,09-07-2025,Short,Transfer Market,376974,50.3,189617,20,1053.43,7275,219,954,4.46,3312.78
VID-9534217,09-07-2025,Short,Match Preview,427955,56.8,243078,47,3173.52,17492,841,4512,9.4,6613.46
VID-4356270,09-07-2025,Short,Match Preview,206828,69.1,142918,41,1627.68,3513,51,2316,4.11,1874.61
VID-1202635,09-07-2025,Live Stream,Transfer Market,36932,7.76,2865,3263,2596.8,382,45,30,15.95,5625.6
VID-9392851,10-07-2025,Short,Managerial Tactics,343350,55.84,191726,38,2023.77,4699,101,1034,3.04,3110.34
VID-8397103,11-07-2025,Short,Goalkeeper Analysis,466678,68.67,320467,53,4717.99,24769,593,2826,8.8,11097.18
VID-7333613,11-07-2025,Short,Goalkeeper Analysis,305518,49.51,151261,34,1428.58,7569,221,2730,6.95,5170.54
VID-6586747,11-07-2025,Long-Form Video,Data Engineering in Sports,109415,2.86,3129,227,197.3,127,16,62,6.55,1135.25
VID-7889374,11-07-2025,Live Stream,Managerial Tactics,30089,4.55,1369,1583,601.98,122,35,25,13.29,1084.31
VID-4706028,11-07-2025,Short,Transfer Market,389821,33.1,129030,46,1648.72,7335,330,1385,7.01,1498.88
VID-9550267,12-07-2025,Long-Form Video,Data Engineering in Sports,70371,10.1,7107,243,479.72,680,84,82,11.9,2506.21
VID-5655128,13-07-2025,Long-Form Video,Tactical Breakdown,126727,6.08,7705,318,680.61,759,46,219,13.29,2516.8
VID-9162179,13-07-2025,Short,Managerial Tactics,13665,68.09,9304,30,77.53,722,33,103,9.22,172.42
VID-7826473,14-07-2025,Long-Form Video,Data Engineering in Sports,16905,6.43,1086,527,158.98,86,7,18,10.22,344.88
VID-3983689,14-07-2025,Short,Tactical Breakdown,342100,64.26,219833,39,2381.52,6094,169,4153,4.74,2201.04
VID-3747106,14-07-2025,Short,Managerial Tactics,55150,32.2,17758,41,202.24,1391,49,225,9.38,688.99
VID-5633149,15-07-2025,Long-Form Video,Tactical Breakdown,50113,6.08,3046,442,373.98,238,27,109,12.28,1072.19
VID-4509449,15-07-2025,Long-Form Video,Transfer Market,145759,6.89,10042,544,1517.46,759,93,338,11.85,3346.83
VID-8817986,16-07-2025,Long-Form Video,Transfer Market,9954,2.54,252,572,40.04,9,1,9,7.54,38.11
VID-9923263,17-07-2025,Short,Match Preview,443244,40.83,180976,20,1005.42,5505,157,3482,5.05,4286.18
VID-3644530,18-07-2025,Short,Managerial Tactics,186242,74.58,138899,25,964.58,6756,169,2757,6.97,4530.7
VID-8078256,19-07-2025,Short,Goalkeeper Analysis,303650,45.47,138069,55,2109.39,5362,78,2460,5.72,2516.84
VID-4601020,19-07-2025,Short,Tactical Breakdown,11622,64.86,7538,29,60.72,473,12,67,7.32,219.73
VID-2340774,19-07-2025,Short,Goalkeeper Analysis,316018,49.65,156902,25,1089.6,8189,287,2505,7,6719.78
VID-8261287,20-07-2025,Live Stream,Managerial Tactics,47023,3.27,1537,3196,1364.51,222,62,27,20.23,1522.07
VID-7571341,20-07-2025,Long-Form Video,Tactical Breakdown,124569,7.1,8844,524,1287.29,391,44,145,6.56,1629.27
VID-9074014,21-07-2025,Short,Data Engineering in Sports,108689,64.59,70202,39,760.52,2130,90,1284,4.99,2095.48
VID-5192129,22-07-2025,Short,Tactical Breakdown,249874,32.34,80809,22,493.83,5781,276,927,8.64,2492.48
VID-9684896,22-07-2025,Short,Tactical Breakdown,31258,40.55,12675,43,151.4,791,30,226,8.26,319.62
VID-5147774,22-07-2025,Short,Managerial Tactics,20555,65.67,13498,26,97.49,518,22,128,4.95,315.91
VID-1128443,24-07-2025,Short,Goalkeeper Analysis,343501,37.89,130152,16,578.45,3271,33,1800,3.92,1393.88
VID-9854868,24-07-2025,Long-Form Video,Goalkeeper Analysis,91664,8.45,7745,208,447.49,513,67,94,8.7,3402.57
VID-8292353,25-07-2025,Long-Form Video,Tactical Breakdown,133539,4.42,5902,598,980.39,440,40,121,10.18,1019.4
VID-5996765,25-07-2025,Short,Data Engineering in Sports,311762,66.97,208787,45,2609.84,16505,668,3421,9.86,7025.1
VID-2197117,25-07-2025,Short,Data Engineering in Sports,382704,57.54,220207,23,1406.88,10386,426,1481,5.58,3507.97
VID-4274526,27-07-2025,Short,Transfer Market,278055,33.21,92342,42,1077.32,6404,210,977,8.22,3204.39
VID-3631798,27-07-2025,Long-Form Video,Goalkeeper Analysis,86406,2.81,2428,337,227.29,145,14,46,8.44,767.62
VID-5317201,29-07-2025,Short,Managerial Tactics,315556,62.18,196212,43,2343.64,4623,202,3734,4.36,4729.39
VID-1739536,29-07-2025,Live Stream,Transfer Market,35608,4.81,1712,3194,1518.92,115,18,24,9.17,2656.52
VID-2981232,31-07-2025,Long-Form Video,Goalkeeper Analysis,42836,8.99,3850,304,325.11,124,17,100,6.26,595.06
VID-3080758,01-08-2025,Short,Match Preview,83254,50.86,42342,53,623.37,2513,105,486,7.33,1140.48
VID-5654147,02-08-2025,Short,Goalkeeper Analysis,393157,42.61,167524,26,1209.9,3714,53,3174,4.14,3311.81
VID-5926250,02-08-2025,Short,Match Preview,192372,30.81,59269,30,493.91,2660,95,328,5.2,1649.89
VID-9904534,03-08-2025,Short,Managerial Tactics,115694,42.23,48857,29,393.57,1140,18,584,3.57,2067.71
VID-2313927,04-08-2025,Short,Managerial Tactics,342953,46.52,159541,47,2082.9,4213,75,2702,4.38,4814.57
VID-2921684,05-08-2025,Long-Form Video,Goalkeeper Analysis,139377,8.94,12460,511,1768.63,1210,147,275,13.1,3332.93
VID-3454477,07-08-2025,Long-Form Video,Managerial Tactics,136329,10,13632,565,2139.47,591,59,515,8.55,3352.34
VID-2085018,09-08-2025,Long-Form Video,Managerial Tactics,144955,8.11,11755,193,630.2,1160,75,453,14.36,3809.67
VID-4231580,09-08-2025,Short,Managerial Tactics,285645,59.92,171158,21,998.42,11153,407,1396,7.57,7287.92
VID-8333507,09-08-2025,Short,Tactical Breakdown,218238,33.9,73982,50,1027.53,2893,137,917,5.34,2354.99
VID-9928647,10-08-2025,Long-Form Video,Goalkeeper Analysis,7656,4.92,376,281,29.35,32,2,8,11.17,126.04
VID-6135352,10-08-2025,Short,Managerial Tactics,394384,34.91,137679,19,726.64,2853,39,1253,3.01,4624.15
VID-9203505,11-08-2025,Short,Tactical Breakdown,316379,48.65,153918,50,2137.75,3093,91,2561,3.73,6034.14
VID-1335211,13-08-2025,Short,Transfer Market,298307,50.9,151838,33,1391.85,9573,312,2752,8.32,5884.77
VID-8179691,15-08-2025,Long-Form Video,Data Engineering in Sports,131536,4.71,6195,374,643.59,204,28,198,6.94,2054.53
VID-7725523,15-08-2025,Live Stream,Match Preview,29318,6.63,1943,1527,824.16,227,25,33,14.67,4287.75
VID-4638906,17-08-2025,Short,Match Preview,441705,39.4,174031,17,821.81,6299,239,2990,5.47,7074.99
VID-4292973,17-08-2025,Long-Form Video,Match Preview,27899,8.26,2304,308,197.12,100,13,76,8.2,933.26
VID-3478385,17-08-2025,Long-Form Video,Tactical Breakdown,52000,5.47,2844,375,296.25,124,16,97,8.33,689.24
VID-7493677,18-08-2025,Short,Managerial Tactics,145311,32.21,46804,17,221.02,1328,25,647,4.27,903.49
VID-5592884,18-08-2025,Long-Form Video,Managerial Tactics,94661,8.54,8084,412,925.17,362,24,184,7.05,3182.31
VID-6692011,18-08-2025,Short,Goalkeeper Analysis,30011,43.14,12946,38,136.65,1033,43,194,9.81,639.82
VID-3512037,19-08-2025,Short,Tactical Breakdown,374025,37.28,139436,53,2052.81,8923,200,1506,7.62,2750.72
VID-6048575,19-08-2025,Short,Match Preview,415365,63.16,262344,21,1530.34,20621,617,2457,9.03,4529.66
VID-9417737,20-08-2025,Short,Managerial Tactics,489263,58.48,286121,36,2861.21,11350,509,2488,5.01,9791.7
VID-4943119,20-08-2025,Short,Goalkeeper Analysis,387393,62.3,241345,21,1407.85,12800,329,1737,6.16,5348.65
VID-2765309,21-08-2025,Long-Form Video,Data Engineering in Sports,87304,4.55,3972,328,361.89,350,50,126,13.24,668.12
VID-7834038,22-08-2025,Short,Transfer Market,323161,45.59,147329,23,941.27,11027,272,2266,9.21,3533.06
VID-3344119,23-08-2025,Short,Transfer Market,373464,60.88,227364,32,2021.01,6646,278,4122,4.86,2552.01
VID-7960500,24-08-2025,Short,Match Preview,85937,69.32,59571,34,562.62,1575,44,608,3.74,2476.25
VID-4415926,24-08-2025,Long-Form Video,Managerial Tactics,25396,4.73,1201,253,84.4,86,12,26,10.32,390.57
VID-4698043,25-08-2025,Short,Goalkeeper Analysis,88835,67.63,60079,23,383.84,1243,30,984,3.76,1461.79
VID-6176210,25-08-2025,Long-Form Video,Match Preview,125736,3.44,4325,248,297.94,391,34,141,13.09,1140.97
VID-6584003,25-08-2025,Short,Transfer Market,369333,47.86,176762,23,1129.31,11059,406,985,7.04,6679.61
VID-2820974,26-08-2025,Short,Tactical Breakdown,106007,53.65,56872,23,363.35,1557,20,860,4.29,1973.41
VID-9998929,26-08-2025,Short,Goalkeeper Analysis,66808,63.59,42483,25,295.02,3207,81,450,8.8,1551.02
